"1" , "Why is it the people who want to upgrade their phone as soon as a new model releases are the ones who have no idea… https://t.co/Q1zxdxNa7U" , 100 , 100 , 3100 , 21.552636243213 , "positive"
"1" , "What to do when your toddler disables your iPad for 47.5 years?

#InsaneNews
#Apple #iPad #iPadMini #iPhone

https://t.co/J6L1BtJb8N" , 100 , 100 , 1100 , 0 , "positive"
"2" , "What to do when your toddler disables your iPad for 47.5 years?

#InsaneNews
#Apple #iPad #iPadMini #iPhone

https://t.co/J6L1BtJb8N" , 100 , 200 , 1200 , 0 , "positive"
"1" , "iPhone 7 Won't Turn on? Looking for a Screen Repair Replacement? We Have You Covered at MobileSentrix -… https://t.co/X4N1jMpDyy" , 100 , 100 , 400 , 0 , "positive"
"2" , "iPhone 7 Won't Turn on? Looking for a Screen Repair Replacement? We Have You Covered at MobileSentrix -… https://t.co/X4N1jMpDyy" , 100 , 200 , 600 , 0 , "positive"
"3" , "iPhone 7 Won't Turn on? Looking for a Screen Repair Replacement? We Have You Covered at MobileSentrix -… https://t.co/X4N1jMpDyy" , 100 , 300 , 1200 , 0 , "positive"
"1" , "If my #AirPods and #iPhone had @alexa99, they’d literally be perfect." , 100 , 100 , 1200 , 21.650635094611 , "positive"
"1" , "iPhone 8 Plus 256Gb NeverLock - 18500 UAH 

#iphone #iphonepoltava https://t.co/1zwTjHwxJc" , 100 , 100 , 1100 , 0 , "positive"
"1" , "iPhone 7 Won't Turn on? Looking for a Screen Repair Replacement? We Have You Covered at MobileSentrix -… https://t.co/Bbf4okt1Ct" , 100 , 100 , 400 , 0 , "positive"
"2" , "iPhone 7 Won't Turn on? Looking for a Screen Repair Replacement? We Have You Covered at MobileSentrix -… https://t.co/Bbf4okt1Ct" , 100 , 200 , 600 , 0 , "positive"
"3" , "iPhone 7 Won't Turn on? Looking for a Screen Repair Replacement? We Have You Covered at MobileSentrix -… https://t.co/Bbf4okt1Ct" , 100 , 300 , 1200 , 0 , "positive"
"1" , "For some small businesses, Instagram has replaced word-of-mouth https://t.co/opClkbpMOk 
#fashion #DataScience… https://t.co/idrws5RHoU" , 100 , 100 , 2100 , 0 , "positive"
"1" , "For iPhone X XS Max XR Shockproof Plating Clear Slim Hybrid Bumper Case Cover
Price: $4.95
Buy at eBay here:… https://t.co/g3o9DFWiaN" , 100 , 100 , 2500 , 27 , "positive"
"1" , "2019 iPhone Lineup Rumored to Include Two New Models With Triple Lens Cameras via @MacRumors #iphone… https://t.co/5BuI1uxGiQ" , 100 , 100 , 2000 , 31.3049516849971 , "positive"
"1" , "Hey Guys! Fire Tablets https://t.co/2iJ5OnTCIy #shopping #price #money #coupon #car #tv #video #aws #prime… https://t.co/FG3Je0weqy" , 100 , 100 , 200 , 0 , "positive"
"2" , "Hey Guys! Fire Tablets https://t.co/2iJ5OnTCIy #shopping #price #money #coupon #car #tv #video #aws #prime… https://t.co/FG3Je0weqy" , 100 , 200 , 2200 , 18.1220608902269 , "positive"
"1" , "Opinion | It’s Your #iPhone . Why Can’t You Fix It Yourself? - The New York Times ⁦@nytimes⁩  https://t.co/gwy4kvQGKK" , 100 , 100 , 500 , 0 , "positive"
"2" , "Opinion | It’s Your #iPhone . Why Can’t You Fix It Yourself? - The New York Times ⁦@nytimes⁩  https://t.co/gwy4kvQGKK" , 100 , 200 , 700 , 0 , "positive"
"3" , "Opinion | It’s Your #iPhone . Why Can’t You Fix It Yourself? - The New York Times ⁦@nytimes⁩  https://t.co/gwy4kvQGKK" , 100 , 300 , 1000 , 25.298221281347 , "positive"
"1" , ".@Apple has cut #iPhone prices in #China by nearly 6% in order to boost sales after seeing a lower-than-expected re… https://t.co/xSXkaK765W" , 100 , 100 , 2600 , 4.9029033784546 , "positive"
"1" , "⁦@Apple⁩ ⁦@tim_cook⁩ I hope this is not the new #iphone it looks horrible #stoptheleaks  https://t.co/5ar1Pjwqzq" , 100 , 100 , 2000 , 45.8393935387457 , "positive"
"1" , "Get the new #brainwave #meditation #app for #iphone #ios https://t.co/PU7uCuTXBn" , 100 , 100 , 1400 , 37.4165738677394 , "positive"
"1" , "What #apps are you using today? Enjoy your day on your #iphone and #android devices and let us know what apps you LOVE!" , 100 , 100 , 600 , 0 , "positive"
"2" , "What #apps are you using today? Enjoy your day on your #iphone and #android devices and let us know what apps you LOVE!" , 100 , 200 , 1700 , 36.3803437554499 , "positive"
"1" , "Have fun while learning to Add game https://t.co/OC9G5A9nKV" , 100 , 100 , 1400 , 41.4254924964258 , "positive"
"1" , "We would like to wish you an amazing day! Make every minute count #tls #today #iphone #accessories #news #life… https://t.co/NrV6gA8O0d" , 100 , 100 , 900 , 60 , "positive"
"2" , "We would like to wish you an amazing day! Make every minute count #tls #today #iphone #accessories #news #life… https://t.co/NrV6gA8O0d" , 100 , 200 , 1700 , 0 , "positive"
"1" , "Movie Casting Jobs in #Atlanta https://t.co/Tfm2VDl0Cf #FREE on #iPhone, #Android, and #Amazon #AppStore. #Casting… https://t.co/ANmCakApO4" , 100 , 100 , 1800 , 11.7851130197758 , "positive"
"2" , "Movie Casting Jobs in #Atlanta https://t.co/Tfm2VDl0Cf #FREE on #iPhone, #Android, and #Amazon #AppStore. #Casting… https://t.co/ANmCakApO4" , 100 , 200 , 500 , 0 , "positive"
"1" , "#Rt for #iPhone, #fav for #android, #followme for" , 100 , 100 , 800 , 35.3553390593274 , "positive"
"1" , "2019 iPhone Lineup Rumored to Include Two New OLED Models With Triple Lens Cameras https://t.co/QSybtCZdfT
via… https://t.co/i9T8FTqXTU" , 100 , 100 , 2400 , 28.5773803324704 , "positive"
"1" , "Hey Guys! Kindle E-reader https://t.co/RPGTToDmsN #shopping #price #car #money #coupon #tv #video #aws #prime… https://t.co/7YBTxHJQy4" , 100 , 100 , 200 , 0 , "positive"
"2" , "Hey Guys! Kindle E-reader https://t.co/RPGTToDmsN #shopping #price #car #money #coupon #tv #video #aws #prime… https://t.co/7YBTxHJQy4" , 100 , 200 , 2000 , 24.5967477524977 , "positive"
"1" , "Welcome Welcome - Single by WarNP #WarNP #TheRealWarNP #PhilosopherEntertainment #PhilosopherENT iTunes:… https://t.co/iRj4aQ8VmL" , 100 , 100 , 1600 , 25 , "positive"
"1" , "#ios6 #iphone #developer looking for #job/#hiring? Check #jobely https://t.co/Eia7ofrFrh" , 100 , 100 , 700 , 9.44911182523068 , "positive"
"2" , "#ios6 #iphone #developer looking for #job/#hiring? Check #jobely https://t.co/Eia7ofrFrh" , 100 , 200 , 700 , 0 , "positive"
"1" , "Price drop: \"StarMap 3D\" on sale for #iPhone #iPad $1.99 &gt;&gt; $0.99 https://t.co/xsoYv2G6ET https://t.co/c4XwzkvBkZ" , 100 , 100 , 2200 , 0 , "positive"
